id,x,y,name
932,-54.657555,-0.049864378,Exploding Candy
994,-37.884792,-14.824357,Diced In Tomato Juice
1011,-33.22555,1.346128,Vindaloo Sauce
1015,34.41361,-26.677303,Sweet Cooking Rice Seasoning
1125,29.544909,-16.446993,Colossal Olives With Jalapeno Peppers
1129,24.054863,45.862137,"Kevin Durant Kd 35 Limited Edition, Naturally Flavored Sparkling Water"
1135,10.203526,41.084282,Happy Cola Candy
1140,-30.502142,30.454493,Finest Milk Chocolate
1288,14.171472,-17.511602,"International Inc., Frozen Shrimp Tempura"
1303,-18.969847,24.127108,Tenero Alle Mandorle Limoncello Cookies
1308,16.805988,21.645733,"Marinade, Cajun"
1309,17.189243,-12.6379595,Baja Chipotle With Lime Juice
1310,0.5988606,-22.400082,"Marinade, Steak & Chop With Garlic & Cracked Black Pepper"
1313,-41.631466,-14.325634,Fajitas Seasoning Mix
1334,-40.402905,-10.641507,Organic Sunny Days Snack Bars
1343,3.7941577,-17.459898,Chili Garlic Sauce
1344,3.8541143,-17.12721,Sriracha Hot Chili Sauce
1356,15.341958,-22.107626,Pizza Parlanno
1369,-8.812228,0.94319576,"Wafers, Assortment Of Wafers"
1370,-6.3851085,-31.12098,French Onion Dip
1398,-31.723381,31.708555,Assorted Pralines Chocolates
1399,-39.195896,28.518045,Fancy Truffles
1402,-31.506443,31.89483,Assorted Pralines
1403,-31.860394,30.087046,Italian Style Grazioso Selection
1426,-32.363194,29.919182,Finest Milk Chocolate
1427,-32.81056,31.370724,Edelvollmilch- Chocolade Finest Milk Chocolate
1494,-31.8308,30.12619,"Mousse, Milk Chocolate With Chocolate Mousse Filling"
1499,-6.8916974,-19.56384,"Funny Frisch, Chips Frisch, Peperoni"
1503,-9.948674,-33.736027,Mac 'n Cheese
1509,-3.0887623,-1.9171047,"Super Chunk, Peanut Butter Spread"
1510,-6.538634,-4.9287286,Creamy Peanut Butter
1516,27.811882,-31.66199,Stuffed Queen Sevillano Olives
1542,32.58544,-20.422527,Yellow Mustard
1557,3.5024877,32.57103,Hard Filled Candy
1573,-6.9729605,-1.0657357,Brutti E Buoni Alle Mandorle
1608,-1.9192467,-7.04762,"Coconut Tree Brand, Pho', Pho Soup Seasoning Spice Cube"
1609,-1.918664,-7.052953,"Coconut Tree Brand, Pho Ga Spice Cube"
1610,-2.255771,-7.2345343,"Coconut Tree Brand, Kho Tieu Seasoning Spice Cube"
1611,-1.918715,-7.0510955,"Coconut Tree Brand, Spice Cube Soup Sessoning"
1613,-1.9180235,-7.0520673,"Coconut Tree Brand, Spice Cube, Hoanh Thanh Soup Seasoning"
1614,-1.9163351,-7.053502,Bo Kho Stewed Beef Seasoning
1621,-2.2573762,-7.2345347,"Coconut Tree Brand, Vegetarian Soup Cubes"
1627,-28.653788,9.573634,Oat Non-Dairy Beverage
1644,20.77216,-13.231605,Spicy Black Bean Dip
1665,0.49690738,-34.80701,"Enjoy Life Chewy Bars, Soy free, Nut free, Gluten free, Dairy free, Non GMO, Caramel Apple"
1672,-5.2121363,21.333557,"Cashews, Sesame And Pistachios Brittle Slice"
1686,-31.35793,29.830587,"Chocolart, Assorted Milk Chocolate Pralines"
1687,-31.926409,29.998821,"Passion, Assorted Milk Chocolate"
1688,-31.229267,29.580603,Assorted Chocolate Pralines
1689,-29.946838,32.03315,Milk Chocolate Balls With Cream And Chocolate
1690,-29.375164,31.609827,Chocolate Ball
1691,-30.0156,32.15555,Chocolate Balls Filled With Milk Cream And Chocolate
1692,-29.375841,31.609568,Merry Christmas Chocolate Balls
1693,-29.18264,31.079777,Merry Christmas Chocolate Balls Filled With Praline Cream
1694,-35.752075,31.74297,Merry Christmas Minis Chocolate Bar
1695,-32.793064,31.857166,Milk Chocolate
1716,-33.4465,33.1529,Chocolate Cookies
1718,1.2225652,-18.064228,"Chutney, Hot Mango Hot"
1719,18.766764,3.491696,"Dopiaza Curry Simmer Sauce, Mild"
1724,-3.750664,-19.999681,Red Curry Spice
1725,5.198666,32.941936,Coconut Ginger Rice
1726,28.603645,-15.483916,Sweet Chili Sauce
1743,24.517317,26.618279,Extra Hot Chinese Mustard
1748,12.684753,32.592155,Organic Nine Grain All Natural Bread
1749,-38.53541,-6.5205026,Organic 100% Whole Wheat
1750,-30.089554,-8.368047,Organic Great Seed
1751,-24.49625,-11.018421,Mountain White
1752,24.663847,10.285786,Great Seed Bread
1754,20.274323,42.711315,"Fruit Spredad, Strawberry"
1755,20.27225,42.70347,"Fruit Spread, Raspberry"
1765,-33.124744,-12.891119,Deli-Sliced Hot Jalapeno Peppers
1767,-30.814941,-20.777521,21 Seasoning Salute
1784,-1.6398197,-7.719777,"Golden Curry, Sauce Mix"
1785,-29.762365,-1.4681405,Fried Rice Seasoning Mix
1824,15.335429,16.274183,Whole Wheat Flour Tortillas
1838,11.234328,-4.7948437,"Panda Brand, Oyster Flavored Sauce"
1846,4.3405623,-56.282005,"Quiche, Spinach, Mushroom & Cheese"
1847,-41.023403,2.7820437,Mexicaine Quiche
1854,-6.0079775,-37.51121,"Cool Beans, Red Pepper Hummus"
1855,-6.0079775,-37.51121,"Cool Beans, Buffalo Hummus"
1860,19.749575,-19.6215,"Tender Spinach, Whipped Potatoes & Cheddar Cheese In A Pierogi Shell"
1861,-39.25741,-21.379229,Pierogi
1864,-39.716705,2.4627275,Oven Roasted Pumpkin Pasta Purse
1865,-38.15266,5.937344,"Tomato, Basil & Mozzarella Rovioli"
1867,-10.328091,23.825308,Shrimp Scampi Ravioli
1868,-16.621542,-35.634457,Sweet Basil Pesto Ravioli
1869,-9.950182,-40.810352,Gold Fish Shaped Ravioli!
1871,-39.897987,2.5292747,"Kale, Hummus & Chicckpea Ravioli"
1875,-20.180132,20.207449,Chocolate Cream Dip Wiht Crispy Craker Sticks
1876,2.2827237,-2.4736516,"Yan Yan Crispy Cracker Stick, Strawberry"
1877,-27.606422,27.120068,"Yam Yam Double Cream, Chocolate, Strawberry"
1878,-16.784122,11.449871,"Hello Panda, Choco Biscuits With Choco Cream, Double Choco"
1879,-18.557447,2.4600573,"Hellow Panda, Biscuits With Choco Cream"
1880,6.73042,-17.962734,Biscuits With Strawberry Cream
1881,-6.86053,1.4056307,Hello Panda
1882,-18.555994,2.4209313,"Hello Panda, Biscuits With Choco Cream"
1883,-6.873299,1.3979768,Hello Panda Biscuits With Strawberry Cream
1884,-41.513474,6.335733,Yan Yan Cream Dip
1888,17.79334,18.04042,"Chicago Flats, Whole Grain Artisan Flatbread"
1889,14.811008,13.0488405,"Chicago Flats, Rosemary & Sea Salt Artisan Flatbread"
1895,-5.962775,-19.868866,Greek Salad Dressing & Marinade
1897,0.5193326,-23.99953,"Gazebo Room, Lite Greek Salad Dressing & Marinade"
1898,21.429752,-17.804667,Lentils
1900,4.9857984,19.989698,Chocolate Bites
1901,-8.003581,13.145261,"Bill Knapp's, Old-Fashioned Cinnamon-Sugar Doughnut Holes"
1902,5.2362967,20.611721,"Dunkers, Cinnamon-Sugar"
1905,2.6384401,17.841608,"Bill Knapp's, Iced Toaster Bread, Cranberry-Orange"
1906,-8.79627,29.744106,Classic 7'' Chocolate Cake
1909,-31.228573,9.007798,"100% Juice Smoothie, Strawberry Banana"
1910,-30.828053,8.46754,"Pure Fruit 100% Juice Smoothie, Mighty Mango"
1911,-31.311958,9.184943,"Boosted 100% Juice Smoothie, Red Machine"
1912,-1.2489871,-3.5617778,Soy Milk
1926,-30.137392,-5.856249,"Reed's, Light Ginger Ale, Extra Brew"
1943,31.92483,-23.278908,"De Nigris, Italian White Wine Vinegar Dressing, Marinade, Original"
1944,31.927492,-23.284407,Italian White Wine Vinegar Dressing Marinade
1945,-39.50132,8.06881,"De Nigris, Balsamic Vinegar"
1953,-3.8295388,-58.436596,"Meal Replacement Shake Mix, Creamy Milk Chocolate"
1954,-13.732114,-0.58215106,Peanut Butter
1955,-1.2579982,25.466097,Chocolate Cookie Dough Protein Meal Bars
1956,-8.433447,30.690746,"Slim Fast, Protein Meal Bars, Chocolate Fudge Brownie"
1957,-26.72293,14.203827,3-2-1 Plan Shakes
1958,10.20685,22.033045,Shake
1959,10.202668,22.028969,Creamy Milk Chocolate
1960,-12.199142,30.514751,Protein Meal Bar
1963,36.503254,-29.773783,Meal Replacement Shake
1965,-9.834222,20.250637,Dark Chocolate Sea Salt
1966,10.20685,22.033045,"Slimfast, 10 Day Slim Down Meal Replacement Shake, Creamy Milk Chocolate"
1967,36.503254,-29.773783,Meal Replacement Shake
1968,36.537975,-29.789307,"Slim Fast, Meal Replacement Shake, Creamy Chocolate"
1969,-13.077295,-18.96642,"Slimfast, Advanced Nutrition Smoothie"
1975,38.712112,-0.82227564,"100 Calorie Snacks Baked Crisps, Sour Cream & Onion"
1977,18.675678,40.662643,"Slimfast, Advanced Nutrition Baked Chips, Sour Cream & Onion`"
1979,18.67595,40.66226,"Slimfast, 100 Calorie Snack Baked Chips, Sour Cream & Onion"
1986,-19.20855,20.792553,"Wicklein, Brown Gingerbread"
2001,-61.008892,11.760735,Reduced Fat Milk
2002,1.7368985,-20.883366,"Roasted Garlic Salsa, Roasted Garlic"
2003,4.7227597,36.68943,Barbecue Sauce
2004,42.13156,25.640566,Hot Barbecue Sauce
2005,42.13297,25.642273,Special Barbecue Sauce
2006,-2.3729806,-29.652872,Whole Grain
2007,-42.601326,6.650023,Special Blend Taco Sauce
2011,3.512756,-58.219646,Double Chocolate Mini Eclairs
2012,-20.339388,24.506071,Belgian Large Coconut Macaroons
2013,-20.33935,24.506395,The Original Macaroon
2014,-23.2168,43.80261,Belgian Mini Cream Puffs
2025,28.79611,-14.660163,"Barbeque Sauce, Maple"
2034,9.751335,-66.18543,Penne Pasta
2035,8.446266,-62.919163,Cut Ziti Pasta
2053,-15.611031,25.605495,"Long Grove Confectionery Co, Rocky Road Fudge"
2054,-34.16776,10.913473,"Long Grove Confectionery Co., Halloween Chocolate Pop"
2056,-13.777642,-30.11811,"Long Grove Confectionery Co., Spooky Treats, Mini Pretzel Twists"
2066,-33.753204,9.342044,Solid Chocolate Rabbit
2071,-34.19773,10.980544,"Long Grove Confectionery Co, Happy Birthday Pop"
2072,-34.249264,10.921798,"Long Grove Confectionery Co, Congratulations Pop"
2074,-14.087426,-29.95368,Creamy White Pretzel Twists
2075,3.2904809,-56.63981,"Long Grove Confectionery Co., Graham Crackers, Milk Chocolate"
2076,-38.22014,32.18864,Dark Chocolate Sea Salt Caramels
2077,-16.412102,24.56698,"Long Grove Confectionery Co., Myrtles, Milk Chocolate Pecan"
2078,-16.41265,24.566917,Milk Chocolate Pecan Myrtles
2079,-16.412071,24.565727,Milk Chocolate Pecan Myrtles
2080,3.2904809,-56.63981,Milk Chocolate S'Mores
2081,5.312959,-59.60859,"Long Grove Confectionery Co., Cupid's Pretzels"
2084,-12.331372,-30.085415,Pretzels
2086,-17.337927,25.292156,Chocolate Malt Balls
2087,-33.45803,9.512296,All Natural Chocolate Raisins
2088,-17.55481,24.287165,Dark Chocolate Almonds
2090,-15.861398,29.936493,Chocolate Almonds
2091,-18.926403,21.80715,Ultimate Brown Bag Apple Pie
2127,-7.931165,-7.535023,Cracker Crisps Sesame Mini Crackers
2128,-6.76701,0.18930857,"Cracker Crisps, Sour Creme & Onion"
2138,3.4242473,-19.292713,Chunky Salsa
2143,-17.90102,19.677464,"The Foreign Candy Company, Rip Rolls Candy, Blue Raspberry"
2144,1.3071704,-13.490144,Okra Soup
2145,5.3873734,24.024704,Sorbet Gourmet
2146,3.8589277,21.208136,"Sorbet, Dutch Chocolate"
2147,5.3383613,23.99212,"Sorbet, Mixed Berry"
2148,-18.801596,28.29606,Sorbet
2149,3.916778,21.921154,"Sorbet, Coconut"
2150,0.8954373,13.063178,sharon's sorbet mango
2151,-2.5562592,-39.74137,Spaghetti sauce with mushrooms
2153,-17.26286,19.389366,Biscotti Decoratie Wafers
2154,-17.314754,19.144432,Delice Biscotti
2156,-17.58144,20.581272,Biscuits With Rich Rice Flour Decorated With Cocoa
2162,-9.549653,42.11814,"Squire Boone Village, Middle Size Heart Pop, Cherry"
2163,-9.541522,41.985878,"Squire Bone Village, Christmas Tree Lollipop, Peppermint"
2164,-9.652002,43.205807,Rainbow Cherry
2168,-16.631878,12.723622,"Phong Kee, Hot Roasted Peanuts"
2169,-19.33832,18.779034,"Hig Hagemann, Mixed Wafers"
2177,47.20996,-44.099056,Sweet Relish
2178,46.824516,-43.297016,Dill Relish
2179,38.417522,-42.123955,Jalapeno Slices
2180,38.418465,-42.117535,Sliced Jalapeno Peppers
2181,46.041306,-42.415848,Sweet Baby Gherkins
2182,48.644474,-44.88379,Hot Dog Relish
2184,45.88646,-43.94801,Squeeze Sweet Relish
2185,48.64598,-44.88359,Hot Dog Relish
2186,47.02238,-44.620373,Sweet India Relish
2188,46.708515,-44.522778,Sweet Relish
2189,46.04071,-42.415318,Sweet Gherkins
2190,43.623764,-41.124386,Baby Dills
2191,46.21643,-40.971302,Sandwich Stuffers Kosher Dill
2192,46.36743,-41.884495,Hamburger Dill Chips
2193,42.335995,-43.103165,Sandwich Stuffers
2194,46.36743,-41.884495,Dills
2195,42.934566,-42.591522,Old-Fashioned Sweet Bread & Butter Chips
2196,46.209145,-40.97279,Kosher Hamburger Dill Chips
2197,45.54214,-39.913254,Kosher Dill Spears
2198,42.933903,-42.591133,Old-Fashioned Sweet Bread & Butter Chips
2199,46.24549,-40.963856,Kosher Dill Spears
2200,46.245457,-40.96386,Kosher Dills
2201,45.543602,-39.912766,Kosher Baby Dills
2202,45.40885,-39.760677,Kosher Dills
2203,46.24547,-40.963856,Kosher Dill Spears
2204,40.144035,-39.993774,Pepperoncini
2205,44.351646,-40.484295,Sweet 'N' Hot Salad Peppers
2206,40.16886,-39.96199,Sliced Pepperoncini
2207,41.48847,-38.961216,Hot Banana Pepper Rings
2208,41.503853,-38.989697,Mild Banana Pepper Rings
2209,46.31551,-43.569973,Sweet Relish
2210,46.327175,-43.080154,Sweet Gherkins
2211,42.36402,-41.797363,Bread & Butter Chips
2212,42.521023,-41.89281,Sandwich Snuffers Bread & Butter
2213,42.364017,-41.79736,Bread & Butter Spears
2214,45.94424,-41.048912,Hamburger Dill Chips
2215,46.89975,-40.22863,Little Sister Thin Dill Chips
2216,45.576145,-40.371525,Kosher Hamburger Dill Chips
2217,45.94403,-41.051727,Fresh Pack Kosher Dills
2218,46.36743,-41.884495,Hamburger Dill Chips Pickles
2219,46.36835,-41.885708,Dills
2220,45.9395,-41.05208,Kosher Dill
2221,42.33622,-43.10297,"Sandwich Stuffers, Old-Fashioned Sweet Bread & Butter"
2222,46.20829,-40.968685,Sandwich Stuffers Kosher Dill
2223,46.20829,-40.968685,Kosher Petite Dills
2224,42.93438,-42.58996,Bread Butter Chips
2225,47.209167,-44.09957,Sweet Relish
2226,46.037655,-42.412395,Sweet Gherkins
2227,45.940224,-41.048832,Kosher Drill Spears
2228,43.69476,-42.644966,"Bread & Butter Chips, Chipotle"
2229,46.980904,-44.760155,"Chipotle Sweet Relish, Sweet Smoky"
2230,47.89289,-41.42119,Polish Dill Spears Made With Sea Salt
2231,47.30307,-39.073692,Petite Snack Crunchers Kosher Dills
2232,46.13547,-42.585728,"Petite Snack Crunchers, Sweet Petite"
2233,43.170662,-39.073925,"Bread & Butter Chips Pickles, Hint Of Salt"
2234,47.209877,-44.09903,"Sweet Relish, Reduced Sodium"
2235,46.77322,-40.079037,Kosher Dill Spears Pickles
2236,46.76347,-40.919323,Kosher Baby Dills
2237,44.37339,-41.572903,"Petite Snack Crunchers, Buffalo Kosher Dills, Hot Sauce Flavored"
2238,44.372692,-41.56923,"Kosher Baby Dills, Buffalo, Hot Sauced Flavored"
2239,45.086758,-41.27123,Kosher Baby Dills
2240,46.8208,-39.990616,Kosher Petite Dills
2241,47.89289,-41.42119,Kosher Baby Dills Made With Sea Salt
2242,44.29736,-43.324776,Kosher Petite Dills Made With Sea Salt
2243,41.504063,-38.988968,Delicatessen Style Mild Banana Pepper Rings
2244,38.40191,-42.102203,Diced Jalapeno Peppers
2245,38.28183,-42.119698,Delicatessen Style Jalapeno Slices
2246,40.24374,-40.013184,Delicatessen Style Pepperoncini
2247,11.230027,-4.788133,Roasted Red Peppers
2248,20.658058,-7.611656,Marinated Roasted Peppers Olive Oil & Garlic
2249,42.79029,-41.916954,Bread & Butter Chips
2250,46.80896,-42.22465,Sweet Gherkins Pickles
2251,49.23136,-40.396797,Kosher Petite Dills Simply Pickles
2252,49.21993,-37.95856,"Simply Pickles, Kosher Dill Sandwich Stuffers"
2253,43.17086,-39.073643,"Simply Pickles, Bread & Butter Sandwich Stuffers"
2254,43.17018,-39.073753,"Simply Pickles, Bread & Butter Chips"
2255,48.98302,-40.607327,"Simply Pickles, Hamburger Dill Chips"
2256,47.763947,-43.715153,Sweet Relish Made With Sea Salt
2257,47.871452,-42.87915,Dill Relish
2258,48.12842,-41.946365,Deli Style Dill Relish Made With Sea Salt
2259,43.199757,-43.725174,Deli Style Sweet Relish Made With Sea Salt
2260,47.89289,-41.42119,Kosher Dill Spears Made With Sea Salt
2261,47.89289,-41.42119,"Sandwich Stuffers, Kosher Dill Made With Sea Salt"
2262,43.171967,-43.40761,Old-Fashioned Sweet Bread & Butter Chips Made With Sea Salt
2263,47.89289,-41.42119,Kosher Baby Dills Made With Sea Salt
2264,47.89289,-41.42119,"Mini Stuffers, Hamburger Dill Chips Made With Sea Salt"
2265,42.552624,-43.512707,"Sandwich Stuffers, Old-Fashioned Sweet Bread & Butter Made With Sea Salt"
2266,47.89289,-41.42119,Kosher Dills Made With Sea Salt
2267,48.983284,-40.60743,"Simply Pickles, Kosher Baby Dills"
2268,48.983284,-40.60743,"Simply Pickles, Kosher Dill Spears"
2269,48.983284,-40.60743,Kosher Dills
2270,47.032677,-44.920376,Sweet Relish
2271,43.91375,-42.09539,"Flavored Bread & Butter Chips, Jalapeno"
2272,47.35858,-44.14604,Reduced Sodium Sweet Relish
2273,47.094513,-43.74786,Sweet Relish
2274,45.512222,-42.154816,"Pickle Pak, Kosher Dill Petites"
2275,45.69845,-42.517708,"Pickle Pak, Sweet Petites"
2277,45.942596,-41.048122,Kosher Dills
2278,47.302975,-39.0735,Kosher Dills
2279,46.280407,-40.963192,Zesty Garlic Kosher Dills
2280,45.18177,-40.215282,"Kosher Spears, Zesty Garlic"
2284,-41.389263,-19.025936,Masala Simmer Sauce
2285,12.430966,39.550495,Pineapple Fruit Drink
2287,-2.9178417,-22.284088,Hot Jamaican Jerk Curry Seasoning
2288,22.036398,-13.769949,Butter Beans
2289,-2.1998353,-23.14226,"Blue Mountain Country, Garlic Escallion Allspice Seasoning"
2290,-1.0233383,-17.087591,Oxtail Seasoning
2291,-0.497071,-19.420034,"Blue Mountain Country, Chicken Seasoning"
2292,19.978119,-12.572243,Jamaican Jerk Seasoning
2293,19.978235,-12.572202,Jamaican Jerk Seasoning
2299,19.249725,-4.5631614,Country Brand Souse
2300,47.68626,-6.3986764,Red Hots Imitation Sausage-Artificially Colored
2302,17.204266,53.411613,"Saranac, Soft Drinks, Black Cherry Cream"
2303,17.198162,53.453323,"Saranac, Soft Drink, Black Cherry Cream"
2304,16.77615,52.29281,Soft Drink
2307,4.156334,-7.1133766,"Pappy's Choice, Prime Rib Rub"
2308,4.1594434,-7.107825,Pepper
2311,25.087307,17.558836,Asian Stir Fry Sauce And Marinade
2312,4.1361895,-7.1076627,"Pappy's Choice, Garlic Herb"
2313,4.1599364,-7.107542,"Pappy's, Lemon Pepper, Lemon"
2318,-43.10936,41.831944,Excellence Dark Chocolate With Sea Salt
2319,-43.79698,41.12916,Dark Assortment Chocolate
2320,-48.671318,43.49798,"Hello My Name Is Cookies & Cream, Milk Chocolate With Cookies And Cream Filling"
2321,-52.101723,45.59246,"Milk Chocolate With Strawberry Cream Cheese Filling, Strawberry"
2325,-52.318237,46.791576,Minis Chocolate
2326,-50.53003,40.834946,Dark Chocolate Truffles
2327,-49.47424,42.21569,Lindor Assorted Chocolate Truffles
2328,-49.47424,42.21569,"Lindor, Assorted Chocolate Truffles"
2329,-50.95756,42.474854,Assorted Chocolate Truffles
2330,-52.838062,42.365604,Classic Assorted Chocolates
2331,-50.987934,37.788467,"Milk Chocolate Truffles, Caramel"
2332,-50.607536,37.72697,Irresistibly Smooth Caramel Milk Chocolate Truffles
2333,-47.166378,43.18632,Hens Milk Chocolate
2334,-49.161106,43.658524,Assorted Milk Chocolates
2335,-47.166378,43.18632,Gold Bunny Milk Chocolate
2336,-50.43648,47.09472,Chocolate Minis
2337,-51.75312,45.66583,Cheesecake
2338,-50.248665,47.144558,Assorted Chocolate Mini Sticks
2339,-47.08769,43.730495,Candy
2340,-51.306458,39.680725,Lindor Coconut Milk Chocolate Truffles
2341,-50.607536,37.72697,Milk Chocolate Truffles
2342,-46.994324,41.048206,"Lindor, Milk Chocolate, Caramel With Sea Salt"
2344,-45.228374,38.454002,Milk Chocolate Caramels
2345,-49.470844,42.21461,Selections Extra Dark Chocolate Truffles
2346,-50.836666,42.227707,Milk Chocolate Hazelnut Truffles
2347,-45.227917,38.454166,Selections Milk Chocolate Pecan Caramel
2348,-43.90572,41.074837,"Excellence Dark Chocolate, Lemon"
2349,-52.79664,40.072376,Lindor White Chocolate Truffles
2350,-51.140514,41.070564,Lindor Dark Chocolate Truffles
2351,-50.794994,40.79541,Lindor Dark Chocolate Truffles
2352,-48.18333,45.55719,Milk Chocolate With A Salted Caramel Filling
2353,-45.33436,44.553406,Dark Chocolate Cookie
2354,-48.199974,45.274124,Milk Chocolate With Salted Caramel-Filling
2355,-45.29531,44.60936,Dark Chocolate With A Creamy Chocolate Filling And Dark Cookie Piecescookie
2356,-51.122463,47.574196,Hello My Name Is Milk Chocolate Stick
2357,-36.580086,27.168697,Extra Dark Chocolate
2358,-43.815365,40.97759,Dark Chocolate Bars
2359,-51.22229,43.60087,"Lindor, Assorted Chocolate Truffles"
2360,-49.280594,42.101925,"Lindor, Assorted Chocolate Truffles"
2361,-52.28506,39.770767,"Lindor, Irresistibly Smooth White Chocolate Truffles, Peppermint"
2362,-52.108845,40.021744,"Lindor, Peppermint White Chocolate Truffles"
2363,-52.108845,40.021744,Peppermint White Chocolate Truffles
2364,-51.992386,40.39502,Lindor Chocolate Truffles
2365,-52.360985,40.139866,"Lindor White Chocolate Truffels, Peppermint"
2366,-50.325504,47.12903,Assorted Chocolate Mini Sticks
2367,-51.290077,47.65287,"Caramel Brownie, Milk Chocolate With Hazelnut And Caramel Brownie Filling"
2368,-49.407463,38.37244,Milk Chocolate Truffles
2369,-52.058887,45.688416,Milk Chocolate With Strawberry Cream Cheese Filling
2370,-51.64239,47.53629,Milk Chocolate With Hazelnut And Caramel Brownie
2371,-52.24498,46.696625,Assorted Chocolate Mini Sticks
2372,-45.337845,38.403183,Classic Assorted Dark Chocolate
2373,-45.018665,38.069233,Classic Assorted Nuts & Caramel
2374,-51.376686,44.33783,Lindor Caramel Milk Chocolate Pieces
2375,-50.436863,47.09642,Assorted Chocolate Minis Sticks
2376,-49.3569,43.345993,Icicle Assorted Milk Chocolates
2377,-48.306515,41.005833,Truffles
2378,-48.736134,38.257324,Lindor Milk Chocolate Truffles
2379,-52.108986,40.02173,Peppermint White Chocolate Truffles
2380,-48.627136,41.17262,"Lindor, Assorted Chocolate Truffles, Peppermint"
2381,-52.396183,42.95132,Master Swiss Chocolatier
2382,-49.280594,42.101925,Signature Selections Extra Dark Chocolate Truffles
2383,-48.20886,42.73734,"Signature Selections, Milk Chocolate Caramel"
2384,-47.876144,38.81379,Milk Chocolate Hearts
2385,-49.96245,42.10087,Gourmet Truffles
2386,-44.861202,37.859344,Milk & Dark Chocolate
2387,-46.80841,42.943993,Frog Prince Milk Chocolate
2388,-49.586025,39.985756,Lindor Truffles
2389,-48.27922,41.943115,"Lindor, Assorted Chocolate Truffle Eggs"
2390,-49.104576,39.377945,"Lindor, Mini Eggs Truffle, Milk Chocolate"
2391,-33.25562,14.997199,Solid Milk Chocolate Eggs
2392,-50.375557,42.881454,Gourmet Truffles
2393,-49.234756,43.888916,Assorted Chocolates
2394,-49.280594,42.101925,"Lindor, Assorted Chocolate Truffles"
2395,-47.43186,42.50137,Milk Chocolate
2396,-50.188007,47.174107,Chocolate Minis
2397,-50.1691,47.20048,Chocolate Minis
2398,-51.397076,43.312088,"Lindor, Assorted Chocolate Truffles, Assorted"
2399,-49.15246,39.915787,"Lindor, Milk Chocolate Truffles"
2400,-49.277832,44.239147,Assorted Chocolates
2401,-52.716278,38.911602,Strawberry And Cream White Chocolate Truffles
2403,-44.00928,41.12893,"Dark Chocolate With Blackberry Pieces And Acai, Blackberry With Acai"
2404,-46.182003,41.927975,Classic Recipe Salted Pretzel
2405,-48.06501,34.992794,Milk Chocolate Covered Pretzel Rounds
2406,-48.353977,37.379986,Milk Chocolate Toffee Bites
2407,-46.802116,39.572758,Dark Chocolate Covered Mint Cubes
2408,-52.138657,37.65564,"Lindor, Dark Chocolate Truffles, Caramel Sea Salt"
2409,-49.086235,37.6527,Milk Chocolate Truffles
2410,-45.02751,9.174338,"Lindor, White Chocolate Truffles"
2411,-50.795048,40.795624,Dark Chocolate Truffles
2412,-50.679817,37.578495,Milk Chocolate Truffles
2413,-47.69046,37.428852,Milk Chocolate Truffles
2414,-51.360405,38.97548,"Lindor, Lindor Milk Chocolate Truffles"
2415,-52.41927,40.732346,"Lindor, Lindor White Chocolate Truffles, Peppermint"
